Column1,model_key,alpha,temperature,seed,iter,loss_train,loss_val,Expert Utilization,Load Imbalance Ratio,Routing Concentration,Expert Load Variation,Routing Probability CV
59,alpha_1.0_temp_0.5,1,0.5,43,800,1.423163,1.629915,1,1,0.72898834,0,0.417493183
60,alpha_1.0_temp_0.5,1,0.5,43,900,1.383195,1.593475,1,1,0.732044472,0,0.433414153
61,alpha_1.0_temp_0.5,1,0.5,43,1000,1.350407,1.567737,1,1,0.732128723,0,0.426131411
62,alpha_1.0_temp_0.5,1,0.5,43,1100,1.325139,1.55017,1,1,0.733869113,0,0.418756165
63,alpha_1.0_temp_0.5,1,0.5,43,1200,1.302396,1.541523,1,1,0.732101567,0,0.416156048
64,alpha_1.0_temp_0.5,1,0.5,43,1300,1.281267,1.531356,1,1,0.728630016,0,0.402399106
65,alpha_1.0_temp_0.5,1,0.5,43,1400,1.266141,1.518144,1,1,0.73183082,0,0.409715163
66,alpha_1.0_temp_0.5,1,0.5,43,1500,1.244833,1.515919,1,1,0.731320864,0,0.406762089
67,alpha_1.0_temp_0.5,1,0.5,43,1600,1.232929,1.513245,1,1.000000005,0.730434571,1.35E-08,0.40602651
68,alpha_1.0_temp_0.5,1,0.5,43,1700,1.216553,1.502909,1,1.000000031,0.730326,8.07E-08,0.402554994
69,alpha_1.0_temp_0.5,1,0.5,43,1800,1.203669,1.500832,1,1.00000001,0.730306172,2.69E-08,0.405028809
70,alpha_1.0_temp_0.5,1,0.5,43,1900,1.191053,1.499203,1,1,0.72917918,0,0.394998536
71,alpha_1.0_temp_0.5,1,0.5,43,2000,1.177139,1.505162,1,1.000000577,0.727771,1.53E-06,0.396813044
72,alpha_1.0_temp_0.5,1,0.5,43,2100,1.164356,1.494736,1,1,0.727473688,0,0.395813
73,alpha_1.0_temp_0.5,1,0.5,43,2200,1.151771,1.496774,1,1,0.728073222,0,0.391979386
74,alpha_1.0_temp_0.5,1,0.5,43,2300,1.141511,1.496843,1,1.000000064,0.727427618,1.68E-07,0.386143906
75,alpha_1.0_temp_0.5,1,0.5,43,2400,1.128466,1.491706,1,1.000000008,0.724763466,2.02E-08,0.383172196
76,alpha_1.0_temp_0.5,1,0.5,43,2500,1.118865,1.50882,1,1.000000003,0.724753286,6.73E-09,0.379730977
77,alpha_1.0_temp_0.5,1,0.5,43,2600,1.107652,1.5074,1,1.000000013,0.723500274,3.36E-08,0.372417418
78,alpha_1.0_temp_0.5,1,0.5,43,2700,1.096156,1.506947,1,1.000000005,0.724945948,1.35E-08,0.380917491
79,alpha_1.0_temp_0.5,1,0.5,43,2800,1.085861,1.510051,1,1,0.723274735,0,0.374510372
80,alpha_1.0_temp_0.5,1,0.5,43,2900,1.076013,1.506749,1,1.000000008,0.722142336,2.02E-08,0.374514911
81,alpha_1.0_temp_0.5,1,0.5,43,3000,1.065815,1.517852,1,1.00000001,0.721184958,2.69E-08,0.369295256
82,alpha_1.0_temp_0.5,1,0.5,43,3100,1.051673,1.519646,1,1,0.721783009,0,0.373807182
83,alpha_1.0_temp_0.5,1,0.5,43,3200,1.042326,1.530619,1,1,0.721751867,0,0.372509679
84,alpha_1.0_temp_0.5,1,0.5,43,3300,1.031911,1.529188,1,1.000000005,0.722002982,1.35E-08,0.370635627
85,alpha_1.0_temp_0.5,1,0.5,43,3400,1.021794,1.533815,1,1.00000001,0.720045756,2.69E-08,0.366172576
86,alpha_1.0_temp_0.5,1,0.5,43,3500,1.012817,1.540023,1,1.000000048,0.721409367,1.28E-07,0.371177293
87,alpha_1.0_temp_0.5,1,0.5,43,3600,0.997626,1.539668,1,1.000000023,0.7176,6.06E-08,0.352756911
88,alpha_1.0_temp_0.5,1,0.5,43,3700,0.988646,1.548514,1,1.000000013,0.717790917,3.36E-08,0.35171647
89,alpha_1.0_temp_0.5,1,0.5,43,3800,0.97937,1.550791,1,1.00000029,0.718855811,7.67E-07,0.353137395
90,alpha_1.0_temp_0.5,1,0.5,43,3900,0.968253,1.567417,1,1.000000033,0.71619442,8.75E-08,0.355840414
91,alpha_1.0_temp_0.5,1,0.5,43,4000,0.958171,1.560519,1,1.000000287,0.716789338,7.51E-07,0.348375763
92,alpha_1.0_temp_0.5,1,0.5,43,4100,0.948931,1.568942,1,1.000000173,0.716379432,4.53E-07,0.349250281
93,alpha_1.0_temp_0.5,1,0.5,43,4200,0.938217,1.577872,1,1.000000048,0.716217126,1.28E-07,0.34928063
94,alpha_1.0_temp_0.5,1,0.5,43,4300,0.926468,1.579289,1,1.000000018,0.715834125,4.71E-08,0.343885
95,alpha_1.0_temp_0.5,1,0.5,43,4400,0.916379,1.600986,1,1.000000079,0.714168211,2.09E-07,0.351788268
96,alpha_1.0_temp_0.5,1,0.5,43,4500,0.908433,1.597699,1,1.000000298,0.712589165,7.63E-07,0.341975414
97,alpha_1.0_temp_0.5,1,0.5,43,4600,0.894265,1.601435,1,1.000000384,0.713494979,1.02E-06,0.344693699
98,alpha_1.0_temp_0.5,1,0.5,43,4700,0.884228,1.61605,1,1.000000567,0.711827,1.42E-06,0.33373873
99,alpha_1.0_temp_0.5,1,0.5,43,4800,0.875362,1.628236,1,1.000000242,0.711290899,6.39E-07,0.332654652
100,alpha_1.0_temp_0.5,1,0.5,43,4900,0.865854,1.624698,1,1.00000043,0.7112871,1.08E-06,0.340798274
101,alpha_1.0_temp_0.5,1,0.5,43,4999,0.857266,1.635174,1,1.000000206,0.711839529,5.34E-07,0.339770512
102,alpha_1.0_temp_0.5,1,0.5,44,0,4.289005,4.289251,1,1,0.398489731,0,0.208562619
103,alpha_1.0_temp_0.5,1,0.5,44,100,2.437886,2.454041,1,1,0.673216089,0,0.389643534
104,alpha_1.0_temp_0.5,1,0.5,44,200,2.191352,2.233166,1,1,0.645827,0,0.331939052
105,alpha_1.0_temp_0.5,1,0.5,44,300,1.939232,2.036158,1,1,0.674508279,0,0.337642056
106,alpha_1.0_temp_0.5,1,0.5,44,400,1.741115,1.884756,1,1,0.687661658,0,0.325648157
107,alpha_1.0_temp_0.5,1,0.5,44,500,1.614691,1.787383,1,1,0.695566,0,0.334637536
108,alpha_1.0_temp_0.5,1,0.5,44,600,1.530846,1.723379,1,1,0.697944344,0,0.317027886
109,alpha_1.0_temp_0.5,1,0.5,44,700,1.467904,1.666373,1,1,0.699124158,0,0.315092308
110,alpha_1.0_temp_0.5,1,0.5,44,800,1.425165,1.630227,1,1,0.695940976,0,0.304158536
111,alpha_1.0_temp_0.5,1,0.5,44,900,1.38474,1.595661,1,1,0.700336199,0,0.30404445
112,alpha_1.0_temp_0.5,1,0.5,44,1000,1.354225,1.568667,1,1,0.700609596,0,0.306272371
113,alpha_1.0_temp_0.5,1,0.5,44,1100,1.330243,1.551468,1,1,0.699366787,0,0.301920115
114,alpha_1.0_temp_0.5,1,0.5,44,1200,1.309281,1.54679,1,1,0.702535879,0,0.29528559
115,alpha_1.0_temp_0.5,1,0.5,44,1300,1.287979,1.532776,1,1.000000015,0.700650124,4.04E-08,0.305331888
116,alpha_1.0_temp_0.5,1,0.5,44,1400,1.268416,1.517776,1,1.000000036,0.700203033,9.42E-08,0.294488304
117,alpha_1.0_temp_0.5,1,0.5,44,1500,1.252698,1.510719,1,1.000001005,0.698886479,2.65E-06,0.28974882
118,alpha_1.0_temp_0.5,1,0.5,44,1600,1.237484,1.513843,1,1.000000041,0.697292896,1.08E-07,0.29039558
119,alpha_1.0_temp_0.5,1,0.5,44,1700,1.223242,1.504741,1,1.000000959,0.698161998,2.49E-06,0.300923383
120,alpha_1.0_temp_0.5,1,0.5,44,1800,1.206825,1.495499,1,1.00000027,0.69920965,7.04E-07,0.289494553
121,alpha_1.0_temp_0.5,1,0.5,44,1900,1.196574,1.490782,1,1.000001,0.698216355,3.74E-06,0.289096511
122,alpha_1.0_temp_0.5,1,0.5,44,2000,1.181984,1.495155,1,1.000004158,0.699416605,1.06E-05,0.287452561
123,alpha_1.0_temp_0.5,1,0.5,44,2100,1.169775,1.488907,1,1.000001177,0.699012927,2.90E-06,0.287296183
124,alpha_1.0_temp_0.5,1,0.5,44,2200,1.159778,1.494346,1,1.000005811,0.700037387,1.53E-05,0.292247074
125,alpha_1.0_temp_0.5,1,0.5,44,2300,1.151289,1.49157,1,1.000009397,0.698950995,2.48E-05,0.284835032
126,alpha_1.0_temp_0.5,1,0.5,44,2400,1.13749,1.495381,1,1.000008734,0.696827755,2.28E-05,0.284538217
127,alpha_1.0_temp_0.5,1,0.5,44,2500,1.124869,1.50355,1,1.000008128,0.697286169,2.02E-05,0.273837921
128,alpha_1.0_temp_0.5,1,0.5,44,2600,1.115457,1.500819,1,1.000009464,0.6998408,2.39E-05,0.282841051
129,alpha_1.0_temp_0.5,1,0.5,44,2700,1.106047,1.49477,1,1.000011333,0.698033598,2.70E-05,0.27856387
130,alpha_1.0_temp_0.5,1,0.5,44,2800,1.095773,1.508439,1,1.000010089,0.699463,2.57E-05,0.283187289
131,alpha_1.0_temp_0.5,1,0.5,44,2900,1.083063,1.506663,1,1.000009471,0.699237119,2.49E-05,0.27562589
132,alpha_1.0_temp_0.5,1,0.5,44,3000,1.073845,1.503429,1,1.00001088,0.698936925,2.87E-05,0.287059811
133,alpha_1.0_temp_0.5,1,0.5,44,3100,1.061715,1.505924,1,1.000010288,0.701291271,2.60E-05,0.27505656
134,alpha_1.0_temp_0.5,1,0.5,44,3200,1.051918,1.511327,1,1.000011346,0.70048211,2.92E-05,0.28108042
135,alpha_1.0_temp_0.5,1,0.5,44,3300,1.039672,1.520902,1,1.000011058,0.699329648,2.80E-05,0.273191109
136,alpha_1.0_temp_0.5,1,0.5,44,3400,1.02889,1.523147,1,1.000012483,0.700763067,3.20E-05,0.281474706
137,alpha_1.0_temp_0.5,1,0.5,44,3500,1.021752,1.527728,1,1.000011717,0.699245,3.05E-05,0.269938452
138,alpha_1.0_temp_0.5,1,0.5,44,3600,1.009894,1.535755,1,1.000012289,0.699298961,3.23E-05,0.27622478
139,alpha_1.0_temp_0.5,1,0.5,44,3700,0.998269,1.538553,1,1.000013592,0.696895236,3.48E-05,0.27043395
140,alpha_1.0_temp_0.5,1,0.5,44,3800,0.987945,1.554393,1,1.000008624,0.699598331,2.09E-05,0.27079831
141,alpha_1.0_temp_0.5,1,0.5,44,3900,0.97964,1.551371,1,1.000012763,0.697235577,3.03E-05,0.266104525
142,alpha_1.0_temp_0.5,1,0.5,44,4000,0.966306,1.566665,1,1.000011066,0.696380552,2.78E-05,0.261910803
143,alpha_1.0_temp_0.5,1,0.5,44,4100,0.954545,1.568957,1,1.000011666,0.696259905,2.94E-05,0.266313818
144,alpha_1.0_temp_0.5,1,0.5,44,4200,0.945095,1.573817,1,1.000012254,0.69590914,2.88E-05,0.266039713
145,alpha_1.0_temp_0.5,1,0.5,44,4300,0.936407,1.579305,1,1.000011954,0.695655067,3.00E-05,0.267118459
146,alpha_1.0_temp_0.5,1,0.5,44,4400,0.92435,1.579182,1,1.000012595,0.69570542,3.11E-05,0.257144274
147,alpha_1.0_temp_0.5,1,0.5,44,4500,0.913474,1.603361,1,1.000013248,0.69741006,3.36E-05,0.265938231
148,alpha_1.0_temp_0.5,1,0.5,44,4600,0.904742,1.604503,1,1.00001072,0.6969,2.53E-05,0.266874722
149,alpha_1.0_temp_0.5,1,0.5,44,4700,0.893165,1.609232,1,1.000011442,0.696460138,2.72E-05,0.259847047
150,alpha_1.0_temp_0.5,1,0.5,44,4800,0.884671,1.618812,1,1.000012902,0.696050646,3.13E-05,0.265159094
151,alpha_1.0_temp_0.5,1,0.5,44,4900,0.874079,1.617667,1,1.000012907,0.695681671,3.01E-05,0.263001165
152,alpha_1.0_temp_0.5,1,0.5,44,4999,0.866059,1.63225,1,1.000012111,0.693188244,3.08E-05,0.258292286
153,alpha_1.0_temp_0.5,1,0.5,45,0,4.342742,4.3375,1,1,0.39863877,0,0.215911686
154,alpha_1.0_temp_0.5,1,0.5,45,100,2.433878,2.453165,1,1,0.681985818,0,0.544483076
155,alpha_1.0_temp_0.5,1,0.5,45,200,2.192942,2.229526,1,1,0.669426225,0,0.491706437
156,alpha_1.0_temp_0.5,1,0.5,45,300,1.953109,2.045738,1,1,0.682154717,0,0.464019883
157,alpha_1.0_temp_0.5,1,0.5,45,400,1.741755,1.886995,1,1,0.701814942,0,0.427622522
158,alpha_1.0_temp_0.5,1,0.5,45,500,1.607771,1.775028,1,1,0.705214819,0,0.406385086
159,alpha_1.0_temp_0.5,1,0.5,45,600,1.521719,1.705498,1,1,0.711397,0,0.397509681
160,alpha_1.0_temp_0.5,1,0.5,45,700,1.464356,1.651243,1,1,0.712737267,0,0.389328265
161,alpha_1.0_temp_0.5,1,0.5,45,800,1.42061,1.615221,1,1,0.716495477,0,0.383094563
162,alpha_1.0_temp_0.5,1,0.5,45,900,1.381644,1.583129,1,1,0.715831913,0,0.375834099
163,alpha_1.0_temp_0.5,1,0.5,45,1000,1.350384,1.56598,1,1.000000031,0.719029761,8.07E-08,0.378918229
164,alpha_1.0_temp_0.5,1,0.5,45,1100,1.32693,1.545709,1,1,0.718198543,0,0.373751122
165,alpha_1.0_temp_0.5,1,0.5,45,1200,1.304397,1.539525,1,1.000000005,0.71775535,1.35E-08,0.367393444
166,alpha_1.0_temp_0.5,1,0.5,45,1300,1.284328,1.525863,1,1.000000163,0.719650241,4.31E-07,0.370250729
167,alpha_1.0_temp_0.5,1,0.5,45,1400,1.265614,1.527539,1,1.000000117,0.718644436,3.00E-07,0.363021448
168,alpha_1.0_temp_0.5,1,0.5,45,1500,1.252571,1.515326,1,1.000000086,0.716260087,2.24E-07,0.349966656
169,alpha_1.0_temp_0.5,1,0.5,45,1600,1.234695,1.509499,1,1.000000315,0.717032199,8.13E-07,0.356291366
170,alpha_1.0_temp_0.5,1,0.5,45,1700,1.217382,1.503265,1,1.000000949,0.717924039,2.48E-06,0.357504864
171,alpha_1.0_temp_0.5,1,0.5,45,1800,1.206077,1.497896,1,1.000000031,0.716841948,8.07E-08,0.358866
172,alpha_1.0_temp_0.5,1,0.5,45,1900,1.194535,1.49833,1,1.000000445,0.716511183,1.17E-06,0.344345397
173,alpha_1.0_temp_0.5,1,0.5,45,2000,1.18352,1.498165,1,1.000001399,0.717622419,3.70E-06,0.352675662
174,alpha_1.0_temp_0.5,1,0.5,45,2100,1.16814,1.494818,1,1.000001205,0.714062895,3.18E-06,0.341981194
175,alpha_1.0_temp_0.5,1,0.5,45,2200,1.156515,1.498715,1,1.000001562,0.71502776,4.13E-06,0.345250757
176,alpha_1.0_temp_0.5,1,0.5,45,2300,1.144751,1.496874,1,1.000000727,0.715329811,1.92E-06,0.339667667
177,alpha_1.0_temp_0.5,1,0.5,45,2400,1.134329,1.489475,1,1.000002464,0.713622361,6.47E-06,0.341177028
178,alpha_1.0_temp_0.5,1,0.5,45,2500,1.123252,1.496623,1,1.000002218,0.713459481,5.87E-06,0.344099
179,alpha_1.0_temp_0.5,1,0.5,45,2600,1.109818,1.496637,1,1.000003021,0.712050266,7.96E-06,0.340767891
180,alpha_1.0_temp_0.5,1,0.5,45,2700,1.100183,1.498105,1,1.000001882,0.710865894,4.98E-06,0.335725565
181,alpha_1.0_temp_0.5,1,0.5,45,2800,1.090224,1.499107,1,1.000004598,0.710075374,1.22E-05,0.332587949
182,alpha_1.0_temp_0.5,1,0.5,45,2900,1.078712,1.504471,1,1.000009382,0.710084814,2.48E-05,0.335803943
183,alpha_1.0_temp_0.5,1,0.5,45,3000,1.067724,1.508628,1,1.000001399,0.709562317,3.70E-06,0.33392743
184,alpha_1.0_temp_0.5,1,0.5,45,3100,1.056344,1.510392,1,1.000004341,0.710090723,1.15E-05,0.333844572
185,alpha_1.0_temp_0.5,1,0.5,45,3200,1.046565,1.520116,1,1.000006027,0.708794352,1.59E-05,0.330790997
186,alpha_1.0_temp_0.5,1,0.5,45,3300,1.037487,1.521891,1,1.000001073,0.709681881,2.82E-06,0.331593
187,alpha_1.0_temp_0.5,1,0.5,45,3400,1.026308,1.525817,1,1.000006053,0.708946862,1.60E-05,0.324925666
188,alpha_1.0_temp_0.5,1,0.5,45,3500,1.016422,1.522556,1,1.00001026,0.705977,2.71E-05,0.331633298
189,alpha_1.0_temp_0.5,1,0.5,45,3600,1.004258,1.526766,1,1.000004741,0.706786409,1.25E-05,0.322742936
190,alpha_1.0_temp_0.5,1,0.5,45,3700,0.993632,1.546927,1,1.000005595,0.706344777,1.48E-05,0.3258138
191,alpha_1.0_temp_0.5,1,0.5,45,3800,0.984118,1.543863,1,1.0000091,0.705039204,2.41E-05,0.319698774
192,alpha_1.0_temp_0.5,1,0.5,45,3900,0.974938,1.550231,1,1.000004133,0.705323401,1.08E-05,0.321474003
193,alpha_1.0_temp_0.5,1,0.5,45,4000,0.960141,1.563682,1,1.000008144,0.704166748,2.06E-05,0.316322
194,alpha_1.0_temp_0.5,1,0.5,45,4100,0.953193,1.564033,1,1.000002935,0.703664167,7.40E-06,0.315803656
195,alpha_1.0_temp_0.5,1,0.5,45,4200,0.942352,1.575709,1,1.000014294,0.703595562,3.78E-05,0.314964561
196,alpha_1.0_temp_0.5,1,0.5,45,4300,0.92999,1.585545,1,1.000001526,0.701324,3.70E-06,0.316768702
197,alpha_1.0_temp_0.5,1,0.5,45,4400,0.920949,1.596545,1,1.000007042,0.703242698,1.85E-05,0.317509036
198,alpha_1.0_temp_0.5,1,0.5,45,4500,0.911509,1.591377,1,1.000005285,0.700372437,1.30E-05,0.317534388
199,alpha_1.0_temp_0.5,1,0.5,45,4600,0.901069,1.60466,1,1.000016402,0.700820648,4.31E-05,0.315431337
200,alpha_1.0_temp_0.5,1,0.5,45,4700,0.888615,1.609079,1,1.00000967,0.701167711,2.56E-05,0.316795223
201,alpha_1.0_temp_0.5,1,0.5,45,4800,0.876193,1.612976,1,1.00000618,0.700361693,1.54E-05,0.313938215
202,alpha_1.0_temp_0.5,1,0.5,45,4900,0.873656,1.628129,1,1.000004557,0.700207571,9.08E-06,0.315466578
203,alpha_1.0_temp_0.5,1,0.5,45,4999,0.858641,1.632891,1,1.000009,0.696949111,2.19E-05,0.314507439
204,alpha_1.0_temp_0.5,1,0.5,46,0,4.401005,4.401115,1,1,0.396894667,0,0.202372048
205,alpha_1.0_temp_0.5,1,0.5,46,100,2.445503,2.461234,1,1,0.670303575,0,0.36027321
206,alpha_1.0_temp_0.5,1,0.5,46,200,2.211837,2.2487,1,1,0.648860066,0,0.352813325
207,alpha_1.0_temp_0.5,1,0.5,46,300,1.927896,2.02398,1,1,0.681716376,0,0.365006425
208,alpha_1.0_temp_0.5,1,0.5,46,400,1.725854,1.870771,1,1,0.698074698,0,0.347647405
209,alpha_1.0_temp_0.5,1,0.5,46,500,1.5997,1.766571,1,1,0.70410859,0,0.338362227
210,alpha_1.0_temp_0.5,1,0.5,46,600,1.517675,1.698916,1,1,0.7112246,0,0.342790802
211,alpha_1.0_temp_0.5,1,0.5,46,700,1.45675,1.640824,1,1,0.713925301,0,0.339936291
212,alpha_1.0_temp_0.5,1,0.5,46,800,1.412254,1.602231,1,1,0.716281956,0,0.344412769
213,alpha_1.0_temp_0.5,1,0.5,46,900,1.372722,1.579852,1,1,0.716654918,0,0.341231043
214,alpha_1.0_temp_0.5,1,0.5,46,1000,1.34396,1.55678,1,1,0.720093682,0,0.353844924
215,alpha_1.0_temp_0.5,1,0.5,46,1100,1.318472,1.54621,1,1,0.719520939,0,0.335727189
216,alpha_1.0_temp_0.5,1,0.5,46,1200,1.296505,1.529347,1,1,0.720445187,0,0.339481618
217,alpha_1.0_temp_0.5,1,0.5,46,1300,1.276326,1.51442,1,1,0.718204791,0,0.335783531
218,alpha_1.0_temp_0.5,1,0.5,46,1400,1.260237,1.511503,1,1,0.721573704,0,0.351913088
219,alpha_1.0_temp_0.5,1,0.5,46,1500,1.242459,1.503828,1,1,0.721774708,0,0.341595003
220,alpha_1.0_temp_0.5,1,0.5,46,1600,1.227573,1.502641,1,1,0.722654,0,0.341583218
221,alpha_1.0_temp_0.5,1,0.5,46,1700,1.212507,1.491407,1,1,0.722635526,0,0.341456168
222,alpha_1.0_temp_0.5,1,0.5,46,1800,1.201331,1.499588,1,1,0.72371923,0,0.331544785
223,alpha_1.0_temp_0.5,1,0.5,46,1900,1.185031,1.499598,1,1,0.721008777,0,0.326956797
224,alpha_1.0_temp_0.5,1,0.5,46,2000,1.171309,1.492721,1,1,0.722681786,0,0.339075
225,alpha_1.0_temp_0.5,1,0.5,46,2100,1.160704,1.489738,1,1,0.723872878,0,0.341062596
