,model_key,alpha,temperature,seed,iter,loss_train,loss_val,Expert Utilization,Load Imbalance Ratio,Routing Concentration,Expert Load Variation,Routing Probability CV
91,alpha_2.0_temp_0.5,2,0.5,45,4000,1.02705,1.5304503,0.979208333,2.176366359,0.877921067,0.659208613,0.678987669
92,alpha_2.0_temp_0.5,2,0.5,45,4100,1.018253,1.5400399,0.979166667,2.176787067,0.878679651,0.658858846,0.685070683
93,alpha_2.0_temp_0.5,2,0.5,45,4200,1.0090623,1.5415349,0.979166667,2.172411884,0.87698721,0.657186472,0.672460735
94,alpha_2.0_temp_0.5,2,0.5,45,4300,1.0015485,1.5503113,0.979166667,2.175717721,0.877608563,0.660129059,0.679961364
95,alpha_2.0_temp_0.5,2,0.5,45,4400,0.9889058,1.5513632,0.979166667,2.174225466,0.875927676,0.660137965,0.679133929
96,alpha_2.0_temp_0.5,2,0.5,45,4500,0.9830677,1.5569192,0.979166667,2.174641699,0.874355945,0.661104182,0.67660185
97,alpha_2.0_temp_0.5,2,0.5,45,4600,0.97407264,1.5635213,0.979166667,2.171700728,0.875427918,0.660412052,0.678079233
98,alpha_2.0_temp_0.5,2,0.5,45,4700,0.9634094,1.5674375,0.979166667,2.165329966,0.873282296,0.656613735,0.675870491
99,alpha_2.0_temp_0.5,2,0.5,45,4800,0.95934296,1.570584,0.979166667,2.173679668,0.875266457,0.659543498,0.675884482
100,alpha_2.0_temp_0.5,2,0.5,45,4900,0.95101964,1.5766732,0.979166667,2.171470065,0.873782944,0.659735313,0.675832704
101,alpha_2.0_temp_0.5,2,0.5,45,4999,0.94167227,1.5817598,0.979166667,2.170255411,0.872835348,0.660188558,0.675998378
102,alpha_2.0_temp_0.5,2,0.5,46,0,4.4020147,4.40189,1,1.42187187,0.745515199,0.255108422,0.344935569
103,alpha_2.0_temp_0.5,2,0.5,46,100,2.4505746,2.468278,1,1.98455404,0.947429846,0.570930138,0.608861133
