Column1,model_key,alpha,temperature,seed,iter,loss_train,loss_val,Expert Utilization,Load Imbalance Ratio,Routing Concentration,Expert Load Variation,Routing Probability CV
22,alpha_0.5_temp_0.5,0.5,0.5,42,2200,1.1626904,1.4999475,1,1,0.58517514,0,0.259050089
23,alpha_0.5_temp_0.5,0.5,0.5,42,2300,1.1469759,1.5038273,1,1,0.585179789,0,0.259718453
24,alpha_0.5_temp_0.5,0.5,0.5,42,2400,1.1368716,1.5072283,1,1,0.584854279,0,0.257292045
25,alpha_0.5_temp_0.5,0.5,0.5,42,2500,1.1271533,1.5048964,1,1,0.586441637,0,0.256914045
26,alpha_0.5_temp_0.5,0.5,0.5,42,2600,1.118148,1.5088179,1,1,0.586429064,0,0.257365772
27,alpha_0.5_temp_0.5,0.5,0.5,42,2700,1.1064196,1.51441,1,1,0.588071799,0,0.254420189
28,alpha_0.5_temp_0.5,0.5,0.5,42,2800,1.0918555,1.5040947,1,1,0.588006271,0,0.252047984
29,alpha_0.5_temp_0.5,0.5,0.5,42,2900,1.0819765,1.5208123,1,1,0.58837884,0,0.252609287
30,alpha_0.5_temp_0.5,0.5,0.5,42,3000,1.0715039,1.5237159,1,1,0.588968286,0,0.243717598
31,alpha_0.5_temp_0.5,0.5,0.5,42,3100,1.0623798,1.5221195,1,1,0.589801293,0,0.247793187
32,alpha_0.5_temp_0.5,0.5,0.5,42,3200,1.052974,1.5275133,1,1,0.590819374,0,0.253252517
33,alpha_0.5_temp_0.5,0.5,0.5,42,3300,1.0393645,1.5370765,1,1,0.589462004,0,0.243392016
34,alpha_0.5_temp_0.5,0.5,0.5,42,3400,1.0307246,1.5369703,1,1,0.589918247,0,0.25121765
35,alpha_0.5_temp_0.5,0.5,0.5,42,3500,1.0156659,1.5474362,1,1,0.590601914,0,0.253171613
36,alpha_0.5_temp_0.5,0.5,0.5,42,3600,1.0054162,1.550154,1,1,0.590614677,0,0.249329516
37,alpha_0.5_temp_0.5,0.5,0.5,42,3700,0.9980859,1.5435785,1,1,0.591280949,0,0.245665212
38,alpha_0.5_temp_0.5,0.5,0.5,42,3800,0.9875775,1.5665215,1,1,0.591896425,0,0.251895632
39,alpha_0.5_temp_0.5,0.5,0.5,42,3900,0.97839093,1.5612096,1,1,0.590894607,0,0.242686176
40,alpha_0.5_temp_0.5,0.5,0.5,42,4000,0.9653048,1.5723491,1,1,0.590943514,0,0.243213994
41,alpha_0.5_temp_0.5,0.5,0.5,42,4100,0.9551585,1.5771941,1,1,0.591423009,0,0.242935523
42,alpha_0.5_temp_0.5,0.5,0.5,42,4200,0.9452432,1.5903665,1,1,0.590999237,0,0.239731082
43,alpha_0.5_temp_0.5,0.5,0.5,42,4300,0.93532145,1.5959086,1,1,0.590570831,0,0.245204038
44,alpha_0.5_temp_0.5,0.5,0.5,42,4400,0.92089725,1.6059808,1,1,0.589399272,0,0.235948316
45,alpha_0.5_temp_0.5,0.5,0.5,42,4500,0.9128101,1.610135,1,1,0.590549978,0,0.240984956
46,alpha_0.5_temp_0.5,0.5,0.5,42,4600,0.9012336,1.6288247,1,1,0.589691007,0,0.235024475
47,alpha_0.5_temp_0.5,0.5,0.5,42,4700,0.8898297,1.6322229,1,1,0.590274185,0,0.249099795
48,alpha_0.5_temp_0.5,0.5,0.5,42,4800,0.8811599,1.6354314,1,1,0.590072448,0,0.236083486
49,alpha_0.5_temp_0.5,0.5,0.5,42,4900,0.8703591,1.6505662,1,1,0.590934689,0,0.237954433
50,alpha_0.5_temp_0.5,0.5,0.5,42,4999,0.86136144,1.6492683,1,1,0.588830535,0,0.236542198
51,alpha_0.5_temp_1.0,0.5,1,42,0,4.259286,4.2605205,1,1,0.168484857,0,0.037016941
52,alpha_0.5_temp_1.0,0.5,1,42,100,2.4461622,2.4571176,1,1,0.255367835,0,0.143854943
53,alpha_0.5_temp_1.0,0.5,1,42,200,2.2552066,2.2836444,1,1,0.306576959,0,0.225231605
54,alpha_0.5_temp_1.0,0.5,1,42,300,2.00564,2.0758247,1,1,0.369119682,0,0.306662698
55,alpha_0.5_temp_1.0,0.5,1,42,400,1.8064985,1.9376976,1,1,0.410875484,0,0.337292831
56,alpha_0.5_temp_1.0,0.5,1,42,500,1.6714149,1.83995,1,1,0.434577436,0,0.333272283
57,alpha_0.5_temp_1.0,0.5,1,42,600,1.5756813,1.7515745,1,1,0.452345684,0,0.332480774
58,alpha_0.5_temp_1.0,0.5,1,42,700,1.5093731,1.6993965,1,1,0.464721051,0,0.337082358
59,alpha_0.5_temp_1.0,0.5,1,42,800,1.457267,1.6541704,1,1,0.475860549,0,0.332706988
60,alpha_0.5_temp_1.0,0.5,1,42,900,1.4172454,1.6249366,1,1,0.482186544,0,0.326169238
61,alpha_0.5_temp_1.0,0.5,1,42,1000,1.3838147,1.5978615,1,1,0.488476513,0,0.322370412
62,alpha_0.5_temp_1.0,0.5,1,42,1100,1.3531474,1.5771112,1,1,0.493788785,0,0.315620313
63,alpha_0.5_temp_1.0,0.5,1,42,1200,1.3297147,1.5551227,1,1,0.496912818,0,0.315977782
64,alpha_0.5_temp_1.0,0.5,1,42,1300,1.3095918,1.5501444,1,1,0.500413349,0,0.305385363
65,alpha_0.5_temp_1.0,0.5,1,42,1400,1.291708,1.5386891,1,1,0.503804701,0,0.305127469
66,alpha_0.5_temp_1.0,0.5,1,42,1500,1.27199,1.5227983,1,1,0.505360417,0,0.301541282
67,alpha_0.5_temp_1.0,0.5,1,42,1600,1.2553807,1.5235097,1,1,0.506386151,0,0.290559284
68,alpha_0.5_temp_1.0,0.5,1,42,1700,1.2424638,1.5101558,1,1,0.508471096,0,0.29768335
69,alpha_0.5_temp_1.0,0.5,1,42,1800,1.2264855,1.5056391,1,1,0.51003119,0,0.283247473
70,alpha_0.5_temp_1.0,0.5,1,42,1900,1.2157388,1.5113784,1,1,0.513328496,0,0.288246963
71,alpha_0.5_temp_1.0,0.5,1,42,2000,1.2013923,1.501072,1,1,0.512349811,0,0.280414544
72,alpha_0.5_temp_1.0,0.5,1,42,2100,1.1897224,1.4982059,1,1,0.515773216,0,0.290264128
73,alpha_0.5_temp_1.0,0.5,1,42,2200,1.1788652,1.4930466,1,1,0.515407355,0,0.278156413
74,alpha_0.5_temp_1.0,0.5,1,42,2300,1.1647094,1.4987698,1,1,0.516331652,0,0.273538412
75,alpha_0.5_temp_1.0,0.5,1,42,2400,1.1534817,1.4983014,1,1,0.51700807,0,0.268089516
76,alpha_0.5_temp_1.0,0.5,1,42,2500,1.1419696,1.5019176,1,1,0.516837904,0,0.264243599
77,alpha_0.5_temp_1.0,0.5,1,42,2600,1.1354228,1.4954168,1,1,0.516085138,0,0.263796506
78,alpha_0.5_temp_1.0,0.5,1,42,2700,1.1224773,1.5051335,1,1,0.517814715,0,0.257173408
79,alpha_0.5_temp_1.0,0.5,1,42,2800,1.1117277,1.4951597,1,1,0.518399376,0,0.254470222
80,alpha_0.5_temp_1.0,0.5,1,42,2900,1.1013479,1.5102437,1,1,0.519101379,0,0.258932359
81,alpha_0.5_temp_1.0,0.5,1,42,3000,1.0893923,1.5053941,1,1,0.519367455,0,0.259375221
82,alpha_0.5_temp_1.0,0.5,1,42,3100,1.080068,1.5137995,1,1,0.520228081,0,0.257507454
83,alpha_0.5_temp_1.0,0.5,1,42,3200,1.0701871,1.5176904,1,1,0.520412272,0,0.250738784
84,alpha_0.5_temp_1.0,0.5,1,42,3300,1.0589094,1.5175812,1,1,0.520148828,0,0.252266043
85,alpha_0.5_temp_1.0,0.5,1,42,3400,1.0487497,1.5219566,1,1,0.519909794,0,0.246025815
86,alpha_0.5_temp_1.0,0.5,1,42,3500,1.0379827,1.5229617,1,1,0.521538226,0,0.250087669
87,alpha_0.5_temp_1.0,0.5,1,42,3600,1.0260235,1.5383849,1,1,0.521140838,0,0.2519025
88,alpha_0.5_temp_1.0,0.5,1,42,3700,1.017826,1.538549,1,1,0.521204315,0,0.241401149
89,alpha_0.5_temp_1.0,0.5,1,42,3800,1.0069361,1.5520862,1,1,0.521692611,0,0.246982791
90,alpha_0.5_temp_1.0,0.5,1,42,3900,0.9952289,1.5453216,1,1,0.522307521,0,0.241052012
91,alpha_0.5_temp_1.0,0.5,1,42,4000,0.9866595,1.5581338,1,1,0.519879649,0,0.237595693
92,alpha_0.5_temp_1.0,0.5,1,42,4100,0.97596276,1.564241,1,1,0.520969946,0,0.24170224
93,alpha_0.5_temp_1.0,0.5,1,42,4200,0.9657091,1.5753205,1,1,0.52130796,0,0.236823173
94,alpha_0.5_temp_1.0,0.5,1,42,4300,0.9568459,1.5793748,1,1,0.520212741,0,0.234819632
95,alpha_0.5_temp_1.0,0.5,1,42,4400,0.94406813,1.5907924,1,1,0.522265474,0,0.236540657
96,alpha_0.5_temp_1.0,0.5,1,42,4500,0.9350225,1.6055976,1,1,0.521502928,0,0.231814297
97,alpha_0.5_temp_1.0,0.5,1,42,4600,0.92491835,1.6083235,1,1,0.523409446,0,0.237095101
98,alpha_0.5_temp_1.0,0.5,1,42,4700,0.91552615,1.6046665,1,1,0.521211933,0,0.228493973
99,alpha_0.5_temp_1.0,0.5,1,42,4800,0.9026647,1.6177367,1,1,0.52009347,0,0.223246143
100,alpha_0.5_temp_1.0,0.5,1,42,4900,0.8953593,1.628114,1,1,0.520294383,0,0.226678653
101,alpha_0.5_temp_1.0,0.5,1,42,4999,0.8845736,1.6291213,1,1,0.521554753,0,0.22817866
102,alpha_0.5_temp_10.0,0.5,10,42,0,4.2601514,4.2614217,1,1,0.128789824,0,0.003694152
103,alpha_0.5_temp_10.0,0.5,10,42,100,2.4495728,2.460592,1,1,0.130783524,0,0.008113106
104,alpha_0.5_temp_10.0,0.5,10,42,200,2.26559,2.2881958,1,1,0.132044985,0,0.011465459
105,alpha_0.5_temp_10.0,0.5,10,42,300,2.0418015,2.098629,1,1,0.134241126,0,0.017522193
106,alpha_0.5_temp_10.0,0.5,10,42,400,1.881766,1.9848378,1,1,0.136924793,0,0.022956299
107,alpha_0.5_temp_10.0,0.5,10,42,500,1.759055,1.9004118,1,1,0.140262186,0,0.029677274
108,alpha_0.5_temp_10.0,0.5,10,42,600,1.6636828,1.8222439,1,1,0.143789096,0,0.038737041
109,alpha_0.5_temp_10.0,0.5,10,42,700,1.5909588,1.767021,1,1,0.147441014,0,0.045086242
110,alpha_0.5_temp_10.0,0.5,10,42,800,1.5333636,1.7152115,1,1,0.150143812,0,0.04648134
111,alpha_0.5_temp_10.0,0.5,10,42,900,1.4870805,1.6811397,1,1,0.15355796,0,0.050023931
112,alpha_0.5_temp_10.0,0.5,10,42,1000,1.4482538,1.6498481,1,1,0.156275297,0,0.054810331
113,alpha_0.5_temp_10.0,0.5,10,42,1100,1.4148601,1.6285216,1,1,0.158924138,0,0.057124069
114,alpha_0.5_temp_10.0,0.5,10,42,1200,1.3829985,1.5940245,1,1,0.161150888,0,0.05597598
115,alpha_0.5_temp_10.0,0.5,10,42,1300,1.3607409,1.580379,1,1,0.162749299,0,0.05548697
116,alpha_0.5_temp_10.0,0.5,10,42,1400,1.3407588,1.5676663,1,1,0.165034658,0,0.058875722
117,alpha_0.5_temp_10.0,0.5,10,42,1500,1.3229358,1.5560606,1,1,0.166353485,0,0.059727418
118,alpha_0.5_temp_10.0,0.5,10,42,1600,1.3033969,1.5468829,1,1,0.168013258,0,0.059447759
119,alpha_0.5_temp_10.0,0.5,10,42,1700,1.2894487,1.5302656,1,1,0.169910761,0,0.062383801
120,alpha_0.5_temp_10.0,0.5,10,42,1800,1.2710911,1.5234321,1,1,0.170296683,0,0.055888204
121,alpha_0.5_temp_10.0,0.5,10,42,1900,1.2573018,1.521294,1,1,0.171794912,0,0.055914675
122,alpha_0.5_temp_10.0,0.5,10,42,2000,1.2463883,1.5169526,1,1,0.173179981,0,0.054200089
123,alpha_0.5_temp_10.0,0.5,10,42,2100,1.2306069,1.5043255,1,1,0.173951405,0,0.054268481
124,alpha_0.5_temp_10.0,0.5,10,42,2200,1.2223619,1.4981705,1,1,0.174893293,0,0.055734903
125,alpha_0.5_temp_10.0,0.5,10,42,2300,1.2118914,1.5061718,1,1,0.17598223,0,0.054846813
126,alpha_0.5_temp_10.0,0.5,10,42,2400,1.1995791,1.5056367,1,1,0.177681207,0,0.054584374
127,alpha_0.5_temp_10.0,0.5,10,42,2500,1.1925327,1.4963347,1,1,0.178177048,0,0.055770175
128,alpha_0.5_temp_10.0,0.5,10,42,2600,1.1806172,1.4969397,1,1,0.178437096,0,0.051197816
129,alpha_0.5_temp_10.0,0.5,10,42,2700,1.1706972,1.4979988,1,1,0.179755793,0,0.05050922
130,alpha_0.5_temp_10.0,0.5,10,42,2800,1.1639218,1.4964632,1,1,0.180359641,0,0.053325925
131,alpha_0.5_temp_10.0,0.5,10,42,2900,1.1504927,1.5069219,1,1,0.181351775,0,0.053185882
132,alpha_0.5_temp_10.0,0.5,10,42,3000,1.1425862,1.5001116,1,1,0.182887565,0,0.048760593
133,alpha_0.5_temp_10.0,0.5,10,42,3100,1.1332341,1.4991893,1,1,0.182229073,0,0.047684365
134,alpha_0.5_temp_10.0,0.5,10,42,3200,1.1258568,1.5043674,1,1,0.18344745,0,0.047559347
135,alpha_0.5_temp_10.0,0.5,10,42,3300,1.1164416,1.5100918,1,1,0.184528282,0,0.047290747
136,alpha_0.5_temp_10.0,0.5,10,42,3400,1.1081413,1.5003786,1,1,0.184893745,0,0.047728681
137,alpha_0.5_temp_10.0,0.5,10,42,3500,1.0963802,1.501777,1,1,0.185188241,0,0.045426863
138,alpha_0.5_temp_10.0,0.5,10,42,3600,1.0885366,1.5015653,1,1,0.185732568,0,0.045520975
139,alpha_0.5_temp_10.0,0.5,10,42,3700,1.0814663,1.506856,1,1,0.186661815,0,0.044260963
140,alpha_0.5_temp_10.0,0.5,10,42,3800,1.0734375,1.5157732,1,1,0.187114759,0,0.044728749
141,alpha_0.5_temp_10.0,0.5,10,42,3900,1.0662639,1.5080447,1,1,0.187868104,0,0.047233926
142,alpha_0.5_temp_10.0,0.5,10,42,4000,1.0545923,1.5171671,1,1,0.188426151,0,0.04364467
143,alpha_0.5_temp_10.0,0.5,10,42,4100,1.0467844,1.5308821,1,1,0.189049112,0,0.043995475
144,alpha_0.5_temp_10.0,0.5,10,42,4200,1.0374008,1.523246,1,1,0.189658704,0,0.044194724
145,alpha_0.5_temp_10.0,0.5,10,42,4300,1.0303406,1.5303601,1,1,0.189775283,0,0.044018813
146,alpha_0.5_temp_10.0,0.5,10,42,4400,1.0186609,1.5343891,1,1,0.190589884,0,0.046284733
147,alpha_0.5_temp_10.0,0.5,10,42,4500,1.0137477,1.5473139,1,1,0.191099915,0,0.044788137
148,alpha_0.5_temp_10.0,0.5,10,42,4600,1.0046252,1.5480847,1,1,0.191691585,0,0.041591749
149,alpha_0.5_temp_10.0,0.5,10,42,4700,0.994509,1.5489656,1,1,0.191764959,0,0.041530069
150,alpha_0.5_temp_10.0,0.5,10,42,4800,0.9857975,1.5578005,1,1,0.192359379,0,0.041821932
151,alpha_0.5_temp_10.0,0.5,10,42,4900,0.98030686,1.5626105,1,1,0.193083554,0,0.042825008
152,alpha_0.5_temp_10.0,0.5,10,42,4999,0.9737934,1.5699083,1,1,0.193626955,0,0.043775759
